customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent,intent_label,escalate,escalate_reason,reference_reply
722663,722662,"Landed in Chicago, over 40 minute taxi to gate with no announcement You should instruct your pilot/crew to COMMUNICATE #fail",Communication is important and we're aware. We'll continue to improve and our sincere apologies for the lack of updates tonight.,FlightDelaysAndDisruptions,,,,
2640088,2641147,", please confirm that you don't transport trophy animals.","Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.",CustomerServiceComplaint,,,,
1475703,1475702,Gate agents focus on paperwork. NOT getting customer to final destination. AttitudeReflectsLeadership,"Once our gate team closes the flight out, they're unable to open it back up. Our apologies again for your inconvenience.",CustomerServiceComplaint,,,,
2641150,2641148,Glad I paid fifty dollars to upgrade my seat that is non-existent. Thanks a lot #5Ato21D #notcool,Various operational situations may come up causing us to make a change to the plane we planned to use and seating configuration changes.,SeatingAndBoarding,,,,
1145296,1145295,Wendy on the screen isn’t a very good #golfer #games #onboard #GlobalNomad #OnTheRoad 🤦🏻‍♀️✈️🏌🏻‍♀️,It only matters that she's having fun in beautiful surroundings!,ComplimentOrAppreciation,,,,
832411,832409,Lol charging me $50 to check a carry on .. never flying this airline again,"It sounds like you purchased a Basic Economy fare. Bags need to be checked at the ticket counter for $25, or $50 at the gate.",BaggageIssue,,,,
2956508,2956506,"Also, I won't get mad if you say you just don't know yet. That's a fair answer for now. Thanks and love you.","Oops, you caught that typo! We completely understand our customers depend on us and we intend to not let them down.",CustomerServiceComplaint,,,,
1120832,1120833,"Yea I know. First time you guys have done it, but 4th overall now on this trip. Super annoying.","We're sorry for the changes, Jarrod. We're just trying to make the routings most convenient to our customers.",SeatingAndBoarding,,,,
685078,685077,"I am flying business, you don't allow me into the business lounge AND you cancel my flight back, really?",We'd be happy to take a look at what's happening for you. Please send a DM our way with the flight details.,TicketingAndRefunds,,,,
2923187,2923185,"Payed and trusted y’all to keep my belongings safe and someone went into my luggage and stole over $190 worth of merchandise. Then I put a claim in, talked to TSA, only thing I could get back was a Sorry &amp; The $25 baggage fee I paid for. WOW NEVER AGAIN…",We're very sorry to hear that happened. We highly encourage customers to carry high value type items with them in their carry-on bag.,BaggageIssue,,,,
2676586,2676585,Thanks upgrade all the way to #boston. I am getting so close to #executiveplatinum and looking forward to joining the club.,"We appreciate your loyalty, Steven and love spoiling you. The best is yet to come!",ComplimentOrAppreciation,,,,
2708071,2708073,"It’s not THAT valuable, although I️ appreciate the sentiment. It’s just that we are all here thirsty and hungry and there’s been no one to offer us anything. I’d love it if you all could keep us satiated as we wait 90+ minutes for our flight.","We understand that. If you're on board, please reach out to a crewmember.",TicketingAndRefunds,,,,
2286369,2286370,"Once airborne, you can’t sell those seats. So instead of allowing passengers to spread out, you force them to remain packed like sardines?",We appreciate your feedback on where you feel the experience can be improved!,SeatingAndBoarding,,,,
2456428,2456430,the correct seats were confirmed via email again in August. Now they are sold right before we leave for our trip!😢,The plane we're using for this flight now has a different configuration and no longer has the type of seating you had.,SeatingAndBoarding,,,,
1771470,1771469,thank you for great customer service. Had to cancel due to military orders and your rep was nothing amazing #servicefriendly,We're glad they were able to assist! Thanks your kind words.,DirectAssistanceOrDM,,,,
1660921,1660919,Fuck gave ours and several people's seats away to standby while we were waiting in line to board at #LAX,Sorry to hear that. Please continue working with our team for rebooking options.,SeatingAndBoarding,,,,
1475699,1475698,I’m one flight away from Platinum status and you send me an “Offer” to buy it for $695? Nice try 😑,"This was a just in case email, but it sounds like you have this covered. We look forward to many more flights in 2018!",TicketingAndRefunds,,,,
1127462,1127461,can i go in in cabin or need check ?,You're welcome to come along in the cabin! #adorAAble,SeatingAndBoarding,,,,
119176,119175,Seriously needs to get their act together with flights departing from LAX.,"We aim to make every experience with us seamless and we're sorry for the late start, we'll be wheels up soon and on our way.",GeneralFlightFeedback,,,,
1319211,1319210,sitting waiting for truck to move to allow plane to park term 3 - 25 mins. Crazy,"Sorry for the wait, Rob. We're working hard to get you on your way.",FlightDelaysAndDisruptions,,,,
664533,664532,I mistakenly said upgrade once on this thread but have repeatedly said it was an issue where I was first on standby list and you cleared #3 and #4 and let on employees. Why is it so difficult to get an explanation and apology?!,"Our sincere apologies for any confusion, Steve. All revenue customers will come first before any non-revs are granted a seat.",CustomerServiceComplaint,,,,
1974188,1974186,"Single Dad flying w/ 6 month old tomorrow from PA to CA, trying to get aisle seat but customer service cant help, can you?",We've received your DM and will follow-up there shortly.,SeatingAndBoarding,,,,
2772169,2772168,Thanks for early ride and snack,We enjoyed having you on board! Those yummy cookies are the perfect snack anytime of the day.,ComplimentOrAppreciation,,,,
77935,77933,That's my issue. If you cancel it later I'm worse off than if you cancel it now. Will #AmericanAirlines guarantee my flight will not be canceled due to lack of pilots?,We're working hard to avoid all cancellations.,TicketingAndRefunds,,,,
2872966,2872965,Not so in this case. I was standing in the door of the plane when she did it. Bad service and lack of customer consideration. Your baggage claim then jammed and was delayed.,What's your flight number? We'd like to pass along your feedback.,BaggageIssue,,,,
603735,603734,"Over DM, ? I’m not putting her flight number on Twitter. #americanairlines","Sure, we're following now. Please send a DM with her flight information.",GeneralFlightFeedback,,,,
2769339,2769338,Happy Thanksgiving!,Thank you. We wish you and your family a wonderful Thanksgiving as well!,ComplimentOrAppreciation,,,,
2865619,2865617,I wish all airlines could be like and offer $8 unlimited internet. The fact that charges $22 really grinds my gears.,"We know customers like to stay connected in flight, and are working to bring the newest technologies to the sky!",TicketingAndRefunds,,,,
844608,844606,To be clear im not mad at any one person. But the convention i paid to be at is starting now and im in a motel 6 several states away,"We're sorry for the long travel day, we always want to be able to get you to your destination on time.",CustomerServiceComplaint,,,,
831408,831410,"Today's flight a FA yelled ""no! You have to sit down!"" when I went to bathroom, belt sign was off. Poor communication x3 for","Our sincere apologies for any rudeness, while at times are team my ask you to take your seat, we expect it to be done in a kind manner.",SeatingAndBoarding,,,,
1630688,1630686,been standing here for 25 minutes and not one bag has come out from flight 1712. What is going on?,"We're sorry for the wait this evening, our crew will have your bag to you as quickly as they can.",BaggageIssue,,,,
2799756,2799755,how does one get priority baggage? Is is available for purchase at the counter? Or is it only for certain statuses?,"It's for Business/First Class passengers, as well as our Elite members.",BaggageIssue,,,,
632326,632324,Hoping that or have specials on Black Friday/ Cyber Monday for my 2018 travel goals!,"We always have great deals based on availability, Rhay. Check out the latest here:",ComplimentOrAppreciation,,,,
1886840,1886839,I may have lost an item yesterday at IAH near AA domestic ticketing before entering security. Anyone I can contact? Thx!,Any items left behind at the airport will be turned over to Lost and Found. You can file a missing report here:,DirectAssistanceOrDM,,,,
375911,375909,In the middle of a ridiculous series of f-ups by . Remains to be seen whether all the delays will completely delay work trip.,"We're here to help, Moira. Please DM your record locator if you need our assistance.",FlightDelaysAndDisruptions,,,,
322725,322724,Hey - gate changes work better when they're announced. Big difference between H6 and K18,We always want you to be informed of any changes. We're sorry that you weren't aware.,DirectAssistanceOrDM,,,,
340241,340239,do you guys always wait until the entire plane boards before you delay the departure? This is absurd.,We're unaware of certain things until we're all boarded up and ready to push back. We're very sorry for the wait.,FlightDelaysAndDisruptions,,,,
219714,219712,"Seriously, I couldn't even open my tray table all the way, that's how crammed the rows were. Lady had some room but acted like a 12-year-old","Sorry you weren't comfy on board, Alex. We're glad to hear our team helped take care of the situation.",SeatingAndBoarding,,,,
1018249,1018248,.... so still don't have my lost laptop back 😑,We still haven't located your laptop and when we do we'll contact you directly.,DirectAssistanceOrDM,,,,
1291299,1291301,My son was travelling and his wife had a seizure he had to deal with. Was told $200 cancellation. A credit for cancel was more appropriate.,Please have your son contact us with his record locator and we'll be happy to look into this further for him.,TicketingAndRefunds,,,,
1522514,1522513,. y'all customer service in real life people is horrible,"We see your DM, Jose. We'll reply to your comments there.",CustomerServiceComplaint,,,,
2933298,2933297,why no pre-check on my mobile boarding pass? I paid good money to not have to take my belt off.,"We can check that for you. Meet us in DM with your record locator, KTN date of birth and name as it appears with TSA.",TicketingAndRefunds,,,,
2664156,2664155,Dear please put a window at seat 10A on your 737. I feel claustrophobic closed in... I’m going to need this lil’ bag 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,"We're sorry you're not comfy, Neily. Please let our crew know if they can help on board in some way.",SeatingAndBoarding,,,,
1120818,1120816,"So CLT is ground stopped for fog. ETA, should Inworry about rebooking my connection. CRW =&gt; CLT =&gt; LAS",There's a chance the connection will also have a delay. Check with the airport team when you land at CLT.,DirectAssistanceOrDM,,,,
2618684,2618687,"They blame you, you blame them great game you all have together!!!",We're sorry for any miscommunication. The Pre-Check lines and hours of operation are run completely by TSA.,CustomerServiceComplaint,,,,
1404168,1404166,"flight 4276 (ORF - JFK) 13 Oct, delayed then cancelled due to late crew. AA say it's not there fault. AA Ref#1-25629840806","Air traffic and weather are outside of our control, our apologies and our Customer Relations team has the final say.",FlightDelaysAndDisruptions,,,,
2414916,2414915,very disappointed in your customer service. Bought a ticket that said “changes allowed” - price dropped significantly and I was told the fee to change would be more than the flight cost. Never again American,Feel free to Dm your record locator and we'll take a look at the rules of your ticket.,TicketingAndRefunds,,,,
976896,976894,"I don’t mean it prevents you from creating such a password through their website, it just doesn’t let you use a long password in the app",Do you have the most up to date version of the app downloaded?,DirectAssistanceOrDM,,,,
