customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent
2912680,2912679,This flight puts me over the 100k mile mark on this year! Hello #ExecutivePlatinum!!,Woohoo! Welcome to the #ExecPlatLife.,Miscellaneous
779638,779636,is there any special reason I’m unable to check-in for my flight ahead of time? First time this has been an issue.,We're happy to take a peek at what's going on. Please DM your record locator and the error message you're receiving.,Miscellaneous
2218301,2218300,"So has now delayed our rebooked flight so badly, we need to rebook again. Well done.",We're sorry for the inconvenience. We'll be glad to go over options with you. Please follow and DM your record locator.,Miscellaneous
282025,282023,can you tell me why flt#5009 is delayed for over 5 hours already this morning? :(,Flight 5009 is delayed for maintenance. We'll be happy to check rebooking options if you need us!,Miscellaneous
1095311,1095310,on flight 3049. Ur flight attendant Sandra was really rude 2 an older couple during boarding. No justification. Disappointing!,We always expect our team to give friendly service and be there for our customers. Our apologies if we disappointed you.,Miscellaneous
1877851,1877849,flight 3127 changed 6 times tonight. I would have been better off walking!!,"We know delays are frustrating, we're seeing a departure time of 10:20p. Our team will have wheels up just as quickly as possible.",Miscellaneous
995733,995730,#SundayMorning Flight# 1200 😥😥😥😥,We've got your DM and will be getting back with you there in a moment.,Miscellaneous
2000790,2000789,RGRWGQ I know it is a bit late!!!,It's never to late to pass along a compliment and we appreciate you taking the time out of your busy day to let us know. We appreciate you!,Miscellaneous
1006227,1006226,Hey American Airlines - Fuck You Flight 4540 to JFK. We’ll never fly this shitshow again.,"Sean, we show you're on your way to JFK and will arrive before 4:22pm. Our crew is doing all we can to make up time in the air.",Miscellaneous
104401,104400,"Well Guess who just read an article about how fucked up and over booked their flights, and has a flight on christmas through american to visit her boyfriend and is now worried (i probably wont be affected but im still worried af)","We're working to resolve the issue, Mel. We haven't had to cancel any flights and expect to have all flights going during the holidays.",Miscellaneous
1756714,1756713,How is it that wifi is only $8/day and works roughly 10x better than the wifi on that costs $33/flight??,"We know staying connected is important, please reach out to our friends for assistance.",Miscellaneous
2691139,2691137,. disappointed in the 1st class flight attendants 2515…Am i wrong…or is it standard 2 be offered beverages when boarding? No warm hand towelettes…not friendly…not 2mention we are delayed and haven't been offered anything while we wait…TV isnt working either,"Ro, we value your business and loyalty very much. We're so sorry to hear you didn't have a good experience this morning.",Miscellaneous
58341,58339,- honeymoon delayed bc of a cancelled flight. Any help w/ the extra money we had to spend? #stuckindenver #wannabeinmexico,We're sorry for the delayed start to your honeymoon. Let us know if you need help with rebooking and we'll take a look.,Miscellaneous
226194,226192,had a flight booked at 12:35 today got to the airport they said that flight didn’t even exists last flight to PH already left... Had to rent a car and stay at a hotel with my family 😫,We're very sorry for the confusion. Let us know if we can assist here.,Miscellaneous
1694651,1694650,flight 1699. Great job by flight attendant Emely,"Thanks for the shout out, Steven. Our #AATeam is the best there is, we can't wait to tell her what an awesome job she did!",Miscellaneous
484077,484083,"By the way, my original flight out this morning was also delayed causing me to miss my connection in Phoenix. Second delayed flight. There is a pattern.","Our goal is to always have on-time departures and we're very sorry that we delayed you this morning, Bret.",Miscellaneous
375128,375126,3/3 Glad my 2 kids ( 2 1/2 n 4 1/2 yo girls) weren’t on the flight with me or I’d probably be dealing with nightmares for weeks...,"We like to provide a variety of options for our customers to choose from, Sean. We appreciate your honest feedback.",Miscellaneous
2123365,2123364,So why can’t you let us know a flight is delayed? I could be working rather than standing in crowd at gate!,Good communication is key. We try to keep everyone up to date with the new information as it rolls in.,Miscellaneous
1707329,1707328,Thank you for the response. Would love you to consider prioritizing the current planes with power for the longer routes.,"It's a great suggestion and we'll be sure to make note of it. We appreciate your feedback, James.",Rebooking
1289212,1289211,"Thank you for upgrading RIC-LGA to E175 service. Legroom, headroom and upgrades make frequent fliers happy.","You're very welcome, Kevin! Sit back and enjoy that extra space.",Rebooking
53247,53246,Thank you for working with this #navymom who’s sailors orders changed last min &amp; trip had to be cancelled #AAlovesmilitaryfam,We love our military and are happy to help any day!,Rebooking
2352497,2352498,Brenda from your customer service over the phone absolutely helped me out! Thank you!,We love hearing Brenda gave you top notch service. Don't hesitate to tweet us if you need us!,Rebooking
2712077,2712076,Please Give to (caps) MAXWELL ADRENAL DEFICIENCY MEDFUND @ Go Fund Me Thank you,Please let our team know by submitting this thru the appropriate channel. Check it out,Rebooking
2480755,2480754,Thank you for your efficient service great news,"We're here for you, always!",Rebooking
2836471,2836470,D'oh! I took mom to the wrong airport for her #AmericanAirlines flight from Houston to Dallas. Thank you for putting her on a flight that will only set her back 4 minutes! #GoodJob,We're super happy hearing that our #AATeam came through for your mom!,Rebooking
1097057,1097058,"Sent, thank you.",We see your DM and will respond there shortly.,Rebooking
480014,480016,Ok will call them. Thank you 😊,No problem!,Rebooking
1188222,1188221,. I want to say thank you to Tamara ticket counter!3 diff agents failed to assist me &amp;she shined! #CustomerService,We'd love to share your kudos! Please DM the record locator she assisted you with.,Rebooking
747929,747930,You know what SUCKS? . Ripoff report. Charge for seat upgrades stick you in middle for 5 hr flight. Refund and 1st class due,We're sorry about the seat change. If you didn't get the seat you paid for please go here to request a refund:,RefundOrCancellation
2668876,2668875,American Airlines is the worst airline I've ever flown with. Conditions of the plane were disgusting and the flight attendants weren't hospitable at all. Never flying with them again. #TrashAirline #DontEverFlyWithThem,We expect our team to be professional and courteous at all times and we're so sorry you've had this experience.,RefundOrCancellation
2233597,2233596,You might have jinxed it. No plane and we are supposed to take off in 15 minutes... 😒,We see your DM and will reply to you there.,RefundOrCancellation
438186,438188,Maybe ensure your employees don’t treat customers as an afterthought. When I ask a question I shouldn’t be answered like I’m bothering them.,"The experience of our customers is paramount to us. We'd like to help if possible, please let us know via DM.",RefundOrCancellation
2301101,2301099,So. Many. Delays.,"On time is our favorite, Aubrey. We appreciate your patience with any extra wait today.",RefundOrCancellation
2951802,2951801,Here is the new jet at Tweed New Haven Airport - w/78 more seats for this family and all Connecticut air travelers!,We're excited about this new service and can't wait to see you on board!,RefundOrCancellation
1573225,1573224,maybe you can get plane for flight 1057 out “of the hangar” and to the gate? This airport sucks - always delays.,"You're flight has a maintenance delay, Matt. Safety is our priority and we're working to get your flight fixed and you on your way, asap.",RefundOrCancellation
1001550,1001552,"did when they didn't come off plane Now all I get ""still tryin 2 locate your bags"" please check later WTH are we supposed 2 do w/no luggage","Once you file your claim, we start locating your bags and you can check the status here.",RefundOrCancellation
2258793,2258792,Thought this was pretty cool from my flight to Norfolk. You can see the plane's shadow and contrails below on the clouds.,That is a pretty cool pic there and thanks for letting us have a peek out your window!,RefundOrCancellation
972393,972391,You should maybe blind test your flight connections with American. It gives tickets run though you a bad name.,"We expect our team to be professional, and helpful at all times. We're very sorry for any frustration, Rachel.",RefundOrCancellation
515586,515583,"never ceases to amaze w the # of gate changes, delays and cancellations. #ChampionsOfLife","We know they're frustrating, and never mean to upset you. What's your flight number, we'll check on an update?",RefundOrCancellation
2758488,2758487,This is a regular occurrence at the Indianapolis Airport. What is the problem?,We're sorry for the frustration. We always want to get you on your way as quickly as possible.,RefundOrCancellation
