customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent,intent_label,escalate,escalate_reason,reference_reply
2801714,2801712,it’s ok for your reps to state they are hanging up and yet you want a $200 fee to support that employee and your exemplary service!? Refund and book elsewhere! Poster child rep hung up on wrong girl.,"We expect our team to always be professional and courteous, but it sounds like we were unable to help. Is there something we help you with?",FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"We expect our team to always be professional and courteous, but it sounds like we were unable to help. Is there something we help you with?"
714840,714842,You're taking me to in December! Can't wait. :D xo,Napa Valley is definelty a great place to #WineDown. We can't wait to see you aboard!,FlightStatusOrDelay,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Napa Valley is definelty a great place to #WineDown. We can't wait to see you aboard!
1111534,1112830,You’re missing the point. The upgrade was provided! I was moved to 1F an hour before take off. I was downgraded as I was boarding.,The 500-mile upgrade may have cleared at the same time as the First Class ticket was sold. Our apologies again.,FlightStatusOrDelay,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,The 500-mile upgrade may have cleared at the same time as the First Class ticket was sold. Our apologies again.
890924,890922,"Missed int'l connection for maintenance, will arrive 24h late, stuck in LAX for 8 h and little help from",Our sincere apologies for the disruptions to your travels. We know we can't bring back time but see that vouchers have been provided.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Our sincere apologies for the disruptions to your travels. We know we can't bring back time but see that vouchers have been provided.
343179,343177,Officially stranded in #Chicago. But with views like this even I can't be too mad ... but imma need my hotel reimbursed - stat.,"That's a beautiful sunset, Rita. We're so sorry that you're delayed. Please work with our team at the airport.",FlightStatusOrDelay,FlightDelaysAndDisruptions,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,"That's a beautiful sunset, Rita. We're so sorry that you're delayed. Please work with our team at the airport."
2127763,2127765,"Assume that you’d didn’t get the extra 140 characters yet to say... so here’s 10,000 airmiles and gold status to make up for it","It may be possible for our crew to change your seat to get you a window, but if we're unable to, they'll still take great care of you.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"It may be possible for our crew to change your seat to get you a window, but if we're unable to, they'll still take great care of you."
2762297,2762296,"Should I be concerned that on the site, my reservation says ""Please call to book your trip. Contact Reservations, or call your travel agent to ticket and pay for your trip.""",We can check on this if you'd like. Meet us in DM with your record locator.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We can check on this if you'd like. Meet us in DM with your record locator.
286482,286480,I put my KTN on my reservation and checked in but no precheck. Can you help please? ORD-EWR today,"Yes, we can! Please send your record locator, KTN info and your date of birth via DM with a follow.",FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"Yes, we can! Please send your record locator, KTN info and your date of birth via DM with a follow."
474645,474647,Already did! Still no update,"As soon as more info is known about your bag, the file will be updated. We're sorry you don't have your things with you yet.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"As soon as more info is known about your bag, the file will be updated. We're sorry you don't have your things with you yet."
178549,178548,We can't write this stuff. It just happens in real life. #travel #flying #yoga #seatbelt,Now that's an interesting way to pass some time during a flight. #airplanepose.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Now that's an interesting way to pass some time during a flight. #airplanepose.
2887860,2887859,thaaaaank’s 🛫🥂,You're welcome and it's great to have you with us. Are you headed anywhere fun or work this morning?,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,You're welcome and it's great to have you with us. Are you headed anywhere fun or work this morning?
340251,340250,i have an emergency and need to change a ticket to a diferent name for health reasons can you help !!!,"We're happy to take a look, Leo. Please meet us in DM with your six letter record locator and what you need to change to.",FlightStatusOrDelay,TicketingAndRefunds,yes,"Medical, injury, or safety-related incident requiring immediate human intervention.","We're happy to take a look, Leo. Please meet us in DM with your six letter record locator and what you need to change to."
1161787,1161786,"I've sent a complain to yesterday and I just received an automatic message, I'm still waitting their answer 1-25560221652","We'd like to look into this. If you give us a follow, we'll get back with you via DM once we have more information.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We'd like to look into this. If you give us a follow, we'll get back with you via DM once we have more information."
834511,834510,Time lapse departure DEN to CLT red eye 1:20 am 10-13-2017 Working hard! #RampLife 😜❤️✈️🛫,Very cool Christine! Looks like some busy bee's getting you ready to go.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Very cool Christine! Looks like some busy bee's getting you ready to go.
2116442,2116441,So what is preferred about? Group 8 boarding and no extra legroom????,Preferred seating are spots in the more highly desired areas of the cabin. Our apology for any confusion.,FlightStatusOrDelay,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,Preferred seating are spots in the more highly desired areas of the cabin. Our apology for any confusion.
1850315,1850313,A 2 flights story: first - it lost my luggage with all diabetes medicines second - it broke my new suitcase The worst company!,"We're so sorry to hear that happened, Gabriela. Did you file a report with our baggage team when you arrived? Please DM your claim number.",FlightStatusOrDelay,BaggageIssue,yes,Lost or damaged baggage report requiring personalized claim tracing.,"We're so sorry to hear that happened, Gabriela. Did you file a report with our baggage team when you arrived? Please DM your claim number."
1826387,1826385,I tap on the windshield to get the pilots attention they oblige knowing they are carrying ME! (something special in the air),"Welcome aboard, Patrick, and tap on our windshield anytime. We love it when you get our attention!",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Welcome aboard, Patrick, and tap on our windshield anytime. We love it when you get our attention!"
2663099,2663098,A lot of unhappy folks will be complaining to about 2821 after a 5 hour delay and counting. Total mess!,Sorry about the frustration this caused. We're working hard to get you on your way.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the frustration this caused. We're working hard to get you on your way.
1638045,1638043,"💜✌🏻🚀🦄 (@ American Airlines Admirals Club - in Miami, FL)",It's going to be another fabulous flight and we're just as stoked as you're. #travelAAdventure.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,It's going to be another fabulous flight and we're just as stoked as you're. #travelAAdventure.
709650,709648,"why not just give us the truth about flt 1135 rather than delay after delay, your EPs are getting super frustrated",We're sorry that we haven't provided more updates. Our mechanics are still on board and we're waiting for more info.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're sorry that we haven't provided more updates. Our mechanics are still on board and we're waiting for more info.
2431735,2431732,When are you bringing peanuts back?,We don't have any plans to serve peanuts. We appreciate your feedback.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We don't have any plans to serve peanuts. We appreciate your feedback.
2394811,2394809,Missed my presentation via . Career highlight? 🚽,Our apologies that this happened. Please work with our airport team for possible options to get in sooner.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Our apologies that this happened. Please work with our airport team for possible options to get in sooner.
305375,305374,looking to book flights stay away from American horrible flights and customer service. Customer not first,That's not what we like to hear. We hope you'll reconsider and give us another chance.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,That's not what we like to hear. We hope you'll reconsider and give us another chance.
1037810,1037809,forever having issues man! 😤😤😤,Great to hear to see you've arrived at your destination. Our apologies for the unexpected wait this evening.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Great to hear to see you've arrived at your destination. Our apologies for the unexpected wait this evening.
539327,539326,Where is co-pilot for AA #679 FLL to CLT? 1.5 hour delay-and counting. What comp will AA offer pax affected by AA buffoonery?,"Mark, we know your time is important. Feel free to DM so we can look at your travel experience once you arrive at your final destination.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Mark, we know your time is important. Feel free to DM so we can look at your travel experience once you arrive at your final destination."
1691100,1691098,Our tickets show 14D and 15D,Please work with our airport team for any last minute openings.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Please work with our airport team for any last minute openings.
1530189,1530191,Yes and continue to be on the line 4 transfers after requesting supervisor 10 minutes . Still no supervisor. More suggestions?,"We know it's frustrating waiting to speak to the right person, but for privacy reasons, you need to work with them directly for assistance.",FlightStatusOrDelay,FlightDelaysAndDisruptions,yes,Customer explicitly requested a human representative or supervisor.,"We know it's frustrating waiting to speak to the right person, but for privacy reasons, you need to work with them directly for assistance."
2713483,2713482,KDVPSX,We're going to take a closer look at your travel and will get back with you soon.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're going to take a closer look at your travel and will get back with you soon.
298130,298132,Sometimes life happens eh?,We can understand your frustration and our airport folks will get you on a flight as quickly as they can.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We can understand your frustration and our airport folks will get you on a flight as quickly as they can.
2525648,2525646,If wants to honor my miles I’ll gladly switch. It’s a nonstop shitfest with,Please give our Baggage team a call at 800-535-5225.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,Please give our Baggage team a call at 800-535-5225.
2442698,2442696,. need help asap,We're right here! What's going on?,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're right here! What's going on?
2737009,2737010,As u should be. But why doesn’t the board say “boarding?”,It should move over to boarding once it starts. We appreciate your feedback and will share it with our team.,FlightStatusOrDelay,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,It should move over to boarding once it starts. We appreciate your feedback and will share it with our team.
337072,337074,Help.. help does not answer in the call center...,"Where are you calling from, Jose?",FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,"Where are you calling from, Jose?"
1850909,1850911,We emailed the information 2 days ago. The experience is sickening. 😔,Our team responds to everyone as quickly as they can and we appreciate your patience.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Our team responds to everyone as quickly as they can and we appreciate your patience.
962790,988487,I used the time lapse feature for the first time during take off. I’ll try again in the future with steadier hands &amp; record the entire climb,We love seeing our bird soar through the clouds! Thanks for always flying with us.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We love seeing our bird soar through the clouds! Thanks for always flying with us.
2814083,2814081,Please provide email contact.,"He can reach out to us here, if he prefers.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"He can reach out to us here, if he prefers."
1772044,1772042,CHI✈️CLE turn the damn air condition 3058 while we wait man,Sorry about the warm cabin today. We see that you're on your way now and our pilot will have it cooled off shortly.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the warm cabin today. We see that you're on your way now and our pilot will have it cooled off shortly.
2642311,2642310,y'all fuckin up bruh.,How can we help? Meet us in DM with your record locator and more info.,FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,How can we help? Meet us in DM with your record locator and more info.
2555810,2584621,#SayNoToAnimalTrophies,"Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy."
352449,352450,How bout customer service #stoptherunaround,"We always want you to receive the best assistance possible, which would be speaking directly with an airport supervisor, regarding this.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We always want you to receive the best assistance possible, which would be speaking directly with an airport supervisor, regarding this."
201818,201817,Nonsense,We're expecting an update at 12:30p. Our apologies for the wait.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're expecting an update at 12:30p. Our apologies for the wait.
987437,987436,"Happy &amp; friendly club attendants Kori and Tracy at B/C Admirals Club in PHL made my morning! ✈ Kudos, ladies and keep smiling!",We just love Kori and Tracy! We're so glad they made your morning. Thanks for the kudos. #AATeam.,FlightStatusOrDelay,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We just love Kori and Tracy! We're so glad they made your morning. Thanks for the kudos. #AATeam.
1576620,1576618,I can give you the number to the bar I’m at if you would like to call and take care of this tab,"We wish we could help with the drinks, but we don't have that option.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We wish we could help with the drinks, but we don't have that option."
2872968,2872976,AA 2408 DFW to ATL departure time 6:35,"We appreciate the feedback and rest assured, we'll let our team know about this. Our apologies.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We appreciate the feedback and rest assured, we'll let our team know about this. Our apologies."
1995612,1995611,I fly home toady from my dad's funeral. my boss sent beautiful flowers. Will agents allow extra carry on given circumstances?,"Sorry about your loss. We don't normally allow extra carry on items, but you're welcome to as our agent upon arrival for any exceptions.",FlightStatusOrDelay,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"Sorry about your loss. We don't normally allow extra carry on items, but you're welcome to as our agent upon arrival for any exceptions."
2015850,2015849,"AA1456, 18-Oct: PHX to SNA-Outstanding, professional service from 1st Class cabin FA Michelle - pass on my compliments! #AATeam",It will be our honor and pleasure to share your high praises with her! #AATeam.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,It will be our honor and pleasure to share your high praises with her! #AATeam.
1468651,1468650,"Awesome flight 2240 from MIA, pround to be an AA crewmember #AmericanAirlines",What a lovely pic! #flyingintothesunset.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,What a lovely pic! #flyingintothesunset.
2164836,2164835,They had to call the police because of angry passengers. #dontflyAA,We're so sorry for the delay in getting your bags out to you. Our team's working quickly to reunite you.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're so sorry for the delay in getting your bags out to you. Our team's working quickly to reunite you.
1708106,1708105,It would be nice if didn’t consistently shaft every customer that doesn’t cave into using their credit card.,We strive to give everyone a great experience. We're very sorry if it didn't feel this way.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We strive to give everyone a great experience. We're very sorry if it didn't feel this way.
720090,720088,need your help to confirm a rebooked flight! Sending record locator inbox. Iberia didn't find my reservation.,"We'll take a look at the reservation, and reply to your DM soon.",Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"We'll take a look at the reservation, and reply to your DM soon."
1359546,1359547,"Once again your ""customer no service"" has caused me to book another airline, as well as try to rework today's flight",We always do our best to provide excellent service and see you're booked for tonight. How can we help you?,Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We always do our best to provide excellent service and see you're booked for tonight. How can we help you?
1613923,1613925,Please do as they were so lovely and made for a fun flight.,Consider it done!,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,Consider it done!
2481095,2481093,Flight AA583,Our apologies for the long wait. Please speak with our airport team for other flights that may be available.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,Our apologies for the long wait. Please speak with our airport team for other flights that may be available.
567247,567246,Thank you I had the best service from Tyrone on flight 159 Ashley and Tyrone are the best flight attendants for American air ♡♡♡♡ great flight,"Way to go, Ashley and Tyrone! We love getting shout-outs for our #AATeam. Please DM us your record locator and we'll pass along your kudos.",Miscellaneous,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,"Way to go, Ashley and Tyrone! We love getting shout-outs for our #AATeam. Please DM us your record locator and we'll pass along your kudos."
1249551,1249550,wouldn't grant a 12-day ext. on my canceled-flight credit. What purpose does this policy serve other than driving cust. away?,"We're not able to extend the validity of ticket, Brendan. We offer a year from booking to start travel.",Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're not able to extend the validity of ticket, Brendan. We offer a year from booking to start travel."
2562503,2562502,"No questions, just a best of luck for this weekend — boarding my flight to Homestead in 20 minutes.","Thanks for flying with us today, Trey. Have an AAwesome flight!",Miscellaneous,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,"Thanks for flying with us today, Trey. Have an AAwesome flight!"
460408,460407,nice touch by the FA up front on flight 299 from FLL to DFW.,We have the best crews around! Did you happen to get the FA's name? We'd love to pass your appreciation on to our team. #AATeam.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,We have the best crews around! Did you happen to get the FA's name? We'd love to pass your appreciation on to our team. #AATeam.
2258870,2258868,"Disappointed! Bad advice from customer service AA0739 PHL to BOS delayed, made me run ALL the way to Terminal B for a flight that left already","We know missing a flight can be frustrating, and we apologize for any confusion. Our airport team will be happy to assist you further.",Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We know missing a flight can be frustrating, and we apologize for any confusion. Our airport team will be happy to assist you further."
309612,309609,Why give a menu for your flight when you only get the vegetarian option.. so much for this 5k flight.. never again,"We're sorry you're unhappy with us, David. We hope you enjoy your food on board.",Miscellaneous,CustomerServiceComplaint,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,"We're sorry you're unhappy with us, David. We hope you enjoy your food on board."
2317280,2317279,. I called u many times/spoke to ticketing agent about my lost wallet. U said u didn’t have it. Now a month later I get this!,Great to hear to see it's been found Dan. Please continue working directly with the number provided to get reunited.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,Great to hear to see it's been found Dan. Please continue working directly with the number provided to get reunited.
1002998,1002996,why should I pay extra for a premium seat when you flight attendants let anyone move into it for free? Just another ripoff.,We encourage our team to keep customers in their assigned seating. What's your flight number?,Miscellaneous,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,We encourage our team to keep customers in their assigned seating. What's your flight number?
1079278,1079280,Then please cover the cost to have my award flight be completed with British Airways on the original dates I purchased.,"If what's available no longer meets your needs, we can refund the ticket for you. Please continue to work with them directly.",Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"If what's available no longer meets your needs, we can refund the ticket for you. Please continue to work with them directly."
1268550,1268549,Stuck on flight# 1763 for over 2 hours. I need to fart please send help,"Yikes, that sounds uncomfortable. Please check with a crew member to see if you can step off the plane for a bit.",Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Yikes, that sounds uncomfortable. Please check with a crew member to see if you can step off the plane for a bit."
1435214,1435212,it's almost 10am but my 8am flight AA910 has still not left. They made us get off and go through security 2x to pass the time,We're experiencing a maintenance delay and will be headed out soon. Thanks for your patience with the delay.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,We're experiencing a maintenance delay and will be headed out soon. Thanks for your patience with the delay.
1165895,1165894,My wife has been trying to get to Newark for 2days. Bham&gt;chicago&gt;charlotte every where she goes her flight is canceled.,"Ryan, we're concerned she's not at her destination. Let us know if we can help and provide her flight info via DM.",Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Ryan, we're concerned she's not at her destination. Let us know if we can help and provide her flight info via DM."
408947,408946,Also inflight movies/games/tv shows at no charge for a short flight? Go,"Congratulations on your recent marriage, Robert! Thanks for the chance to take good care of you on such a special trip.",Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"Congratulations on your recent marriage, Robert! Thanks for the chance to take good care of you on such a special trip."
2829222,2829224,"All the airlines stated that they would price gouge on plane tickets to and from the #USVI are doing just that. your prices from BOS to STT &amp; SJU are way too high! I know this is ‘peak’ season, but you know that people are suffering. #dobetter","Fares are based on availability, if you give our team a call Happy to see what we kind find for you.",Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"Fares are based on availability, if you give our team a call Happy to see what we kind find for you."
870563,870561,still waiting on my refund for both tickets for flight HKRQIH. Your refund status page isn't working,Good news. Both tickets have been refunded now. It generally takes 7-10 days for funds to settle.,Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,Good news. Both tickets have been refunded now. It generally takes 7-10 days for funds to settle.
824142,824140,"Horrid service(s) from this afternoon at ORD. Changing the boarding time minutes before flight, and terrible customer service.","Our apologies this was your experience. We know that boarding on time is important, and try to avoid last minute changes.",Miscellaneous,SeatingAndBoarding,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,"Our apologies this was your experience. We know that boarding on time is important, and try to avoid last minute changes."
181924,181923,Thanks for our wonderful flight! Flight 1309 delayed and then delayed and then delayed some more. Why did you board us on the plane!!!!??? Been sitting on the tarmac for an hour,"There was a delay with the bag loading, Looks like a departure time of 7:45p. Thanks for your patience.",Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"There was a delay with the bag loading, Looks like a departure time of 7:45p. Thanks for your patience."
888768,888767,Urge you to consider starting an ORD (Chicago) to BOM (Mumbai direct flight! Should be a breeze filling it up!,You never know what routes and schedules could pop up next.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,You never know what routes and schedules could pop up next.
722236,722235,"If I change my flight you charge me $200. You changed my flight for no reason, So I'm gonna send an invoice for $200. That's fair.",Your flight was changed due to your tight connection. We're sorry that your trip today didn't go as planned.,Miscellaneous,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,Your flight was changed due to your tight connection. We're sorry that your trip today didn't go as planned.
2912680,2912679,This flight puts me over the 100k mile mark on this year! Hello #ExecutivePlatinum!!,Woohoo! Welcome to the #ExecPlatLife.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,Woohoo! Welcome to the #ExecPlatLife.
779638,779636,is there any special reason I’m unable to check-in for my flight ahead of time? First time this has been an issue.,We're happy to take a peek at what's going on. Please DM your record locator and the error message you're receiving.,Miscellaneous,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,We're happy to take a peek at what's going on. Please DM your record locator and the error message you're receiving.
2218301,2218300,"So has now delayed our rebooked flight so badly, we need to rebook again. Well done.",Sorry about the inconvenience. We'll be glad to go over options with you. Please DM us your record locator.,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the inconvenience. We'll be glad to go over options with you. Please DM us your record locator.
282025,282023,can you tell me why flt#5009 is delayed for over 5 hours already this morning? :(,Flight 5009 is delayed for maintenance. We'll be happy to check rebooking options if you need us!,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Flight 5009 is delayed for maintenance. We'll be happy to check rebooking options if you need us!
1095311,1095310,on flight 3049. Ur flight attendant Sandra was really rude 2 an older couple during boarding. No justification. Disappointing!,We always expect our team to give friendly service and be there for our customers. Our apologies if we disappointed you.,Miscellaneous,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,We always expect our team to give friendly service and be there for our customers. Our apologies if we disappointed you.
1877851,1877849,flight 3127 changed 6 times tonight. I would have been better off walking!!,"We know delays are frustrating, we're seeing a departure time of 10:20p. Our team will have wheels up just as quickly as possible.",Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,"We know delays are frustrating, we're seeing a departure time of 10:20p. Our team will have wheels up just as quickly as possible."
995733,995730,#SundayMorning Flight# 1200 😥😥😥😥,We've got your DM and will be getting back with you there in a moment.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,We've got your DM and will be getting back with you there in a moment.
2000790,2000789,RGRWGQ I know it is a bit late!!!,It's never to late to pass along a compliment and we appreciate you taking the time out of your busy day to let us know. We appreciate you!,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,It's never to late to pass along a compliment and we appreciate you taking the time out of your busy day to let us know. We appreciate you!
1006227,1006226,Hey American Airlines - Fuck You Flight 4540 to JFK. We’ll never fly this shitshow again.,"Sean, we show you're on your way to JFK and will arrive before 4:22pm. Our crew is doing all we can to make up time in the air.",Miscellaneous,CustomerServiceComplaint,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,"Sean, we show you're on your way to JFK and will arrive before 4:22pm. Our crew is doing all we can to make up time in the air."
104401,104400,"Well Guess who just read an article about how fucked up and over booked their flights, and has a flight on christmas through american to visit her boyfriend and is now worried (i probably wont be affected but im still worried af)","We're working to resolve the issue, Mel. We haven't had to cancel any flights and expect to have all flights going during the holidays.",Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're working to resolve the issue, Mel. We haven't had to cancel any flights and expect to have all flights going during the holidays."
1756714,1756713,How is it that wifi is only $8/day and works roughly 10x better than the wifi on that costs $33/flight??,"We know staying connected is important, please reach out to our friends for assistance.",Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,"We know staying connected is important, please reach out to our friends for assistance."
2691139,2691137,. disappointed in the 1st class flight attendants 2515…Am i wrong…or is it standard 2 be offered beverages when boarding? No warm hand towelettes…not friendly…not 2mention we are delayed and haven't been offered anything while we wait…TV isnt working either,"Ro, we value your business and loyalty very much. We're so sorry to hear you didn't have a good experience this morning.",Miscellaneous,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,"Ro, we value your business and loyalty very much. We're so sorry to hear you didn't have a good experience this morning."
58341,58339,- honeymoon delayed bc of a cancelled flight. Any help w/ the extra money we had to spend? #stuckindenver #wannabeinmexico,Sorry about the delayed start to your honeymoon. Let us know if you need help with rebooking and we'll take a look.,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the delayed start to your honeymoon. Let us know if you need help with rebooking and we'll take a look.
226194,226192,had a flight booked at 12:35 today got to the airport they said that flight didn’t even exists last flight to PH already left... Had to rent a car and stay at a hotel with my family 😫,Sorry about the confusion. Let us know if we can assist here.,Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the confusion. Let us know if we can assist here.
1694651,1694650,flight 1699. Great job by flight attendant Emely,"Thanks for the shout out, Steven. Our #AATeam is the best there is, we can't wait to tell her what an awesome job she did!",Miscellaneous,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"Thanks for the shout out, Steven. Our #AATeam is the best there is, we can't wait to tell her what an awesome job she did!"
484077,484083,"By the way, my original flight out this morning was also delayed causing me to miss my connection in Phoenix. Second delayed flight. There is a pattern.",Our goal is to always have on-time departures and we're very sorry that we delayed you this morning.,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Our goal is to always have on-time departures and we're very sorry that we delayed you this morning.
